"TimeCreated","Id","LevelDisplayName","ProviderName","Message"
"2026-05-25 오후 8:17:51","26","정보","Microsoft-Windows-Sysmon","File Delete logged:
RuleName: FileDeleteDetectedLab
UtcTime: 2026-05-25 11:17:51.044
ProcessGuid: {66dda70b-1c3a-6a14-1500-000000000b00}
ProcessId: 1028
User: NT AUTHORITY\SYSTEM
Image: C:\Windows\System32\svchost.exe
TargetFilename: C:\Windows\Prefetch\SEARCHFILTERHOST.EXE-44162447.pf
Hashes: MD5=CC12423290E349C7BD328B07F302FB0C,SHA256=34BC474CDB5C186E574C5947E5DE16FD774711E16211C41AA2BB5E38886809CF,IMPHASH=00000000000000000000000000000000
IsExecutable: false"
"2026-05-25 오후 8:17:50","26","정보","Microsoft-Windows-Sysmon","File Delete logged:
RuleName: FileDeleteDetectedLab
UtcTime: 2026-05-25 11:17:50.981
ProcessGuid: {66dda70b-1c3a-6a14-1500-000000000b00}
ProcessId: 1028
User: NT AUTHORITY\SYSTEM
Image: C:\Windows\System32\svchost.exe
TargetFilename: C:\Windows\Prefetch\SEARCHPROTOCOLHOST.EXE-69C456C3.pf
Hashes: MD5=A7DEF1F698F871D10E8BAAD5CA9A15B5,SHA256=853CCB1F2D8500E7A2BA3DBA6B85B04CC7A234EA16564D29D55E3D09BFA0847A,IMPHASH=00000000000000000000000000000000
IsExecutable: false"
"2026-05-25 오후 8:17:17","10","정보","Microsoft-Windows-Sysmon","Process accessed:
RuleName: -
UtcTime: 2026-05-25 11:17:17.403
SourceProcessGUID: {66dda70b-1c3a-6a14-1500-000000000b00}
SourceProcessId: 1028
SourceThreadId: 1488
SourceImage: C:\Windows\System32\svchost.exe
TargetProcessGUID: {66dda70b-1c39-6a14-0d00-000000000b00}
TargetProcessId: 784
TargetImage: C:\Windows\system32\svchost.exe
GrantedAccess: 0x3000
CallTrace: C:\Windows\SYSTEM32\ntdll.dll+9d4a4|C:\Windows\System32\KERNELBASE.dll+308ee|c:\windows\system32\sysmain.dll+4a8f7|c:\windows\system32\sysmain.dll+47665|c:\windows\system32\sysmain.dll+4758a|c:\windows\system32\sysmain.dll+47419|c:\windows\system32\sysmain.dll+4727c|c:\windows\system32\sysmain.dll+2a754|c:\windows\system32\sysmain.dll+2a3b1|c:\windows\system32\sysmain.dll+66fe1|c:\windows\system32\sysmain.dll+7b88e|c:\windows\system32\sysmain.dll+681bf|C:\Windows\System32\svchost.exe+4340|C:\Windows\System32\sechost.dll+dfd8|C:\Windows\System32\KERNEL32.DLL+17344|C:\Windows\SYSTEM32\ntdll.dll+526b1
SourceUser: NT AUTHORITY\SYSTEM
TargetUser: NT AUTHORITY\SYSTEM"
"2026-05-25 오후 8:17:17","10","정보","Microsoft-Windows-Sysmon","Process accessed:
RuleName: -
UtcTime: 2026-05-25 11:17:17.403
SourceProcessGUID: {66dda70b-1c3a-6a14-1500-000000000b00}
SourceProcessId: 1028
SourceThreadId: 1488
SourceImage: C:\Windows\System32\svchost.exe
TargetProcessGUID: {66dda70b-2fb1-6a14-2702-000000000b00}
TargetProcessId: 7656
TargetImage: C:\Windows\system32\svchost.exe
GrantedAccess: 0x3000
CallTrace: C:\Windows\SYSTEM32\ntdll.dll+9d4a4|C:\Windows\System32\KERNELBASE.dll+308ee|c:\windows\system32\sysmain.dll+473fd|c:\windows\system32\sysmain.dll+4727c|c:\windows\system32\sysmain.dll+2a754|c:\windows\system32\sysmain.dll+2a3b1|c:\windows\system32\sysmain.dll+66fe1|c:\windows\system32\sysmain.dll+7b88e|c:\windows\system32\sysmain.dll+681bf|C:\Windows\System32\svchost.exe+4340|C:\Windows\System32\sechost.dll+dfd8|C:\Windows\System32\KERNEL32.DLL+17344|C:\Windows\SYSTEM32\ntdll.dll+526b1
SourceUser: NT AUTHORITY\SYSTEM
TargetUser: NT AUTHORITY\SYSTEM"
"2026-05-25 오후 8:17:17","10","정보","Microsoft-Windows-Sysmon","Process accessed:
RuleName: -
UtcTime: 2026-05-25 11:17:17.403
SourceProcessGUID: {66dda70b-1c3a-6a14-1500-000000000b00}
SourceProcessId: 1028
SourceThreadId: 1488
SourceImage: C:\Windows\System32\svchost.exe
TargetProcessGUID: {66dda70b-1c39-6a14-0d00-000000000b00}
TargetProcessId: 784
TargetImage: C:\Windows\system32\svchost.exe
GrantedAccess: 0x3000
CallTrace: C:\Windows\SYSTEM32\ntdll.dll+9d4a4|C:\Windows\System32\KERNELBASE.dll+308ee|c:\windows\system32\sysmain.dll+4a8f7|c:\windows\system32\sysmain.dll+47665|c:\windows\system32\sysmain.dll+4758a|c:\windows\system32\sysmain.dll+47419|c:\windows\system32\sysmain.dll+4727c|c:\windows\system32\sysmain.dll+2a754|c:\windows\system32\sysmain.dll+2a3b1|c:\windows\system32\sysmain.dll+66fe1|c:\windows\system32\sysmain.dll+7b88e|c:\windows\system32\sysmain.dll+681bf|C:\Windows\System32\svchost.exe+4340|C:\Windows\System32\sechost.dll+dfd8|C:\Windows\System32\KERNEL32.DLL+17344|C:\Windows\SYSTEM32\ntdll.dll+526b1
SourceUser: NT AUTHORITY\SYSTEM
TargetUser: NT AUTHORITY\SYSTEM"
"2026-05-25 오후 8:17:17","10","정보","Microsoft-Windows-Sysmon","Process accessed:
RuleName: -
UtcTime: 2026-05-25 11:17:17.403
SourceProcessGUID: {66dda70b-1c3a-6a14-1500-000000000b00}
SourceProcessId: 1028
SourceThreadId: 1488
SourceImage: C:\Windows\System32\svchost.exe
TargetProcessGUID: {66dda70b-2f93-6a14-2602-000000000b00}
TargetProcessId: 5808
TargetImage: C:\Windows\system32\svchost.exe
GrantedAccess: 0x3000
CallTrace: C:\Windows\SYSTEM32\ntdll.dll+9d4a4|C:\Windows\System32\KERNELBASE.dll+308ee|c:\windows\system32\sysmain.dll+473fd|c:\windows\system32\sysmain.dll+4727c|c:\windows\system32\sysmain.dll+2a754|c:\windows\system32\sysmain.dll+2a3b1|c:\windows\system32\sysmain.dll+66fe1|c:\windows\system32\sysmain.dll+7b88e|c:\windows\system32\sysmain.dll+681bf|C:\Windows\System32\svchost.exe+4340|C:\Windows\System32\sechost.dll+dfd8|C:\Windows\System32\KERNEL32.DLL+17344|C:\Windows\SYSTEM32\ntdll.dll+526b1
SourceUser: NT AUTHORITY\SYSTEM
TargetUser: NT AUTHORITY\SYSTEM"
"2026-05-25 오후 8:17:17","10","정보","Microsoft-Windows-Sysmon","Process accessed:
RuleName: -
UtcTime: 2026-05-25 11:17:17.403
SourceProcessGUID: {66dda70b-1c3a-6a14-1500-000000000b00}
SourceProcessId: 1028
SourceThreadId: 1488
SourceImage: C:\Windows\System32\svchost.exe
TargetProcessGUID: {66dda70b-1c39-6a14-0d00-000000000b00}
TargetProcessId: 784
TargetImage: C:\Windows\system32\svchost.exe
GrantedAccess: 0x3000
CallTrace: C:\Windows\SYSTEM32\ntdll.dll+9d4a4|C:\Windows\System32\KERNELBASE.dll+308ee|c:\windows\system32\sysmain.dll+4a8f7|c:\windows\system32\sysmain.dll+47665|c:\windows\system32\sysmain.dll+4758a|c:\windows\system32\sysmain.dll+47419|c:\windows\system32\sysmain.dll+4727c|c:\windows\system32\sysmain.dll+2a754|c:\windows\system32\sysmain.dll+2a3b1|c:\windows\system32\sysmain.dll+66fe1|c:\windows\system32\sysmain.dll+7b88e|c:\windows\system32\sysmain.dll+681bf|C:\Windows\System32\svchost.exe+4340|C:\Windows\System32\sechost.dll+dfd8|C:\Windows\System32\KERNEL32.DLL+17344|C:\Windows\SYSTEM32\ntdll.dll+526b1
SourceUser: NT AUTHORITY\SYSTEM
TargetUser: NT AUTHORITY\SYSTEM"
"2026-05-25 오후 8:17:17","10","정보","Microsoft-Windows-Sysmon","Process accessed:
RuleName: -
UtcTime: 2026-05-25 11:17:17.403
SourceProcessGUID: {66dda70b-1c3a-6a14-1500-000000000b00}
SourceProcessId: 1028
SourceThreadId: 1488
SourceImage: C:\Windows\System32\svchost.exe
TargetProcessGUID: {66dda70b-2f92-6a14-2502-000000000b00}
TargetProcessId: 1688
TargetImage: C:\Windows\system32\svchost.exe
GrantedAccess: 0x3000
CallTrace: C:\Windows\SYSTEM32\ntdll.dll+9d4a4|C:\Windows\System32\KERNELBASE.dll+308ee|c:\windows\system32\sysmain.dll+473fd|c:\windows\system32\sysmain.dll+4727c|c:\windows\system32\sysmain.dll+2a754|c:\windows\system32\sysmain.dll+2a3b1|c:\windows\system32\sysmain.dll+66fe1|c:\windows\system32\sysmain.dll+7b88e|c:\windows\system32\sysmain.dll+681bf|C:\Windows\System32\svchost.exe+4340|C:\Windows\System32\sechost.dll+dfd8|C:\Windows\System32\KERNEL32.DLL+17344|C:\Windows\SYSTEM32\ntdll.dll+526b1
SourceUser: NT AUTHORITY\SYSTEM
TargetUser: NT AUTHORITY\SYSTEM"
"2026-05-25 오후 8:17:17","10","정보","Microsoft-Windows-Sysmon","Process accessed:
RuleName: -
UtcTime: 2026-05-25 11:17:17.403
SourceProcessGUID: {66dda70b-1c3a-6a14-1500-000000000b00}
SourceProcessId: 1028
SourceThreadId: 1488
SourceImage: C:\Windows\System32\svchost.exe
TargetProcessGUID: {66dda70b-1c39-6a14-0d00-000000000b00}
TargetProcessId: 784
TargetImage: C:\Windows\system32\svchost.exe
GrantedAccess: 0x3000
CallTrace: C:\Windows\SYSTEM32\ntdll.dll+9d4a4|C:\Windows\System32\KERNELBASE.dll+308ee|c:\windows\system32\sysmain.dll+4a8f7|c:\windows\system32\sysmain.dll+47665|c:\windows\system32\sysmain.dll+4758a|c:\windows\system32\sysmain.dll+47419|c:\windows\system32\sysmain.dll+4727c|c:\windows\system32\sysmain.dll+2a754|c:\windows\system32\sysmain.dll+2a3b1|c:\windows\system32\sysmain.dll+66fe1|c:\windows\system32\sysmain.dll+7b88e|c:\windows\system32\sysmain.dll+681bf|C:\Windows\System32\svchost.exe+4340|C:\Windows\System32\sechost.dll+dfd8|C:\Windows\System32\KERNEL32.DLL+17344|C:\Windows\SYSTEM32\ntdll.dll+526b1
SourceUser: NT AUTHORITY\SYSTEM
TargetUser: NT AUTHORITY\SYSTEM"
"2026-05-25 오후 8:17:17","10","정보","Microsoft-Windows-Sysmon","Process accessed:
RuleName: -
UtcTime: 2026-05-25 11:17:17.403
SourceProcessGUID: {66dda70b-1c3a-6a14-1500-000000000b00}
SourceProcessId: 1028
SourceThreadId: 1488
SourceImage: C:\Windows\System32\svchost.exe
TargetProcessGUID: {66dda70b-1c39-6a14-0d00-000000000b00}
TargetProcessId: 784
TargetImage: C:\Windows\system32\svchost.exe
GrantedAccess: 0x3000
CallTrace: C:\Windows\SYSTEM32\ntdll.dll+9d4a4|C:\Windows\System32\KERNELBASE.dll+308ee|c:\windows\system32\sysmain.dll+4a8f7|c:\windows\system32\sysmain.dll+47665|c:\windows\system32\sysmain.dll+4758a|c:\windows\system32\sysmain.dll+47419|c:\windows\system32\sysmain.dll+4727c|c:\windows\system32\sysmain.dll+2a754|c:\windows\system32\sysmain.dll+2a3b1|c:\windows\system32\sysmain.dll+66fe1|c:\windows\system32\sysmain.dll+7b88e|c:\windows\system32\sysmain.dll+681bf|C:\Windows\System32\svchost.exe+4340|C:\Windows\System32\sechost.dll+dfd8|C:\Windows\System32\KERNEL32.DLL+17344|C:\Windows\SYSTEM32\ntdll.dll+526b1
SourceUser: NT AUTHORITY\SYSTEM
TargetUser: NT AUTHORITY\SYSTEM"
"2026-05-25 오후 8:17:15","26","정보","Microsoft-Windows-Sysmon","File Delete logged:
RuleName: FileDeleteDetectedLab
UtcTime: 2026-05-25 11:17:15.247
ProcessGuid: {66dda70b-1c3a-6a14-1500-000000000b00}
ProcessId: 1028
User: NT AUTHORITY\SYSTEM
Image: C:\Windows\System32\svchost.exe
TargetFilename: C:\Windows\Prefetch\SVCHOST.EXE-DF144105.pf
Hashes: MD5=D461CAA9698B5253F65FB366774D144F,SHA256=4D1E857DD9AFAFEFF9CDDF501393F9CC88D2B47E784D9D120886C76BF505575C,IMPHASH=00000000000000000000000000000000
IsExecutable: false"
