"TimeCreated","Id","LevelDisplayName","ProviderName","Message"
"2026-05-22 오후 3:15:00","10","정보","Microsoft-Windows-Sysmon","Process accessed:
RuleName: -
UtcTime: 2026-05-22 06:15:00.113
SourceProcessGUID: {5a157986-eddb-6a0f-3000-000000005300}
SourceProcessId: 2280
SourceThreadId: 2364
SourceImage: C:\Windows\system32\svchost.exe
TargetProcessGUID: {5a157986-eddc-6a0f-4500-000000005300}
TargetProcessId: 3156
TargetImage: C:\Windows\System32\svchost.exe
GrantedAccess: 0x3000
CallTrace: C:\Windows\SYSTEM32\ntdll.dll+9da64|C:\Windows\System32\KERNELBASE.dll+28d3e|c:\windows\system32\sysmain.dll+4a917|c:\windows\system32\sysmain.dll+47685|c:\windows\system32\sysmain.dll+475aa|c:\windows\system32\sysmain.dll+47439|c:\windows\system32\sysmain.dll+4729c|c:\windows\system32\sysmain.dll+2a774|c:\windows\system32\sysmain.dll+2a3d1|c:\windows\system32\sysmain.dll+67461|c:\windows\system32\sysmain.dll+7bd0e|c:\windows\system32\sysmain.dll+6863f|C:\Windows\system32\svchost.exe+45b0|C:\Windows\System32\sechost.dll+dfd8|C:\Windows\System32\KERNEL32.DLL+17374|C:\Windows\SYSTEM32\ntdll.dll+4cc91
SourceUser: NT AUTHORITY\SYSTEM
TargetUser: NT AUTHORITY\SYSTEM"
"2026-05-22 오후 3:15:00","10","정보","Microsoft-Windows-Sysmon","Process accessed:
RuleName: -
UtcTime: 2026-05-22 06:15:00.004
SourceProcessGUID: {5a157986-edd9-6a0f-0c00-000000005300}
SourceProcessId: 788
SourceThreadId: 1528
SourceImage: C:\Windows\system32\lsass.exe
TargetProcessGUID: {5a157986-eddd-6a0f-4c00-000000005300}
TargetProcessId: 3564
TargetImage: C:\Windows\System32\svchost.exe
GrantedAccess: 0x1000
CallTrace: C:\Windows\SYSTEM32\ntdll.dll+9da64|C:\Windows\System32\KERNELBASE.dll+28d3e|C:\Windows\system32\lsasrv.dll+feed5|C:\Windows\system32\lsasrv.dll+7d71d|C:\Windows\System32\RPCRT4.dll+77a03|C:\Windows\System32\RPCRT4.dll+d7eeb|C:\Windows\System32\RPCRT4.dll+5de0c|C:\Windows\System32\RPCRT4.dll+5a878|C:\Windows\System32\RPCRT4.dll+35106|C:\Windows\System32\RPCRT4.dll+34a58|C:\Windows\System32\RPCRT4.dll+41c7f|C:\Windows\System32\RPCRT4.dll+41088|C:\Windows\System32\RPCRT4.dll+40671|C:\Windows\System32\RPCRT4.dll+400de|C:\Windows\System32\RPCRT4.dll+44732|C:\Windows\SYSTEM32\ntdll.dll+20330|C:\Windows\SYSTEM32\ntdll.dll+4d566|C:\Windows\System32\KERNEL32.DLL+17374|C:\Windows\SYSTEM32\ntdll.dll+4cc91
SourceUser: NT AUTHORITY\SYSTEM
TargetUser: NT AUTHORITY\LOCAL SERVICE"
"2026-05-22 오후 3:15:00","10","정보","Microsoft-Windows-Sysmon","Process accessed:
RuleName: -
UtcTime: 2026-05-22 06:15:00.004
SourceProcessGUID: {5a157986-edda-6a0f-1100-000000005300}
SourceProcessId: 540
SourceThreadId: 9836
SourceImage: C:\Windows\system32\svchost.exe
TargetProcessGUID: {5a157986-edda-6a0f-1300-000000005300}
TargetProcessId: 812
TargetImage: C:\Windows\System32\svchost.exe
GrantedAccess: 0x40
CallTrace: C:\Windows\SYSTEM32\ntdll.dll+9da64|C:\Windows\System32\KERNELBASE.dll+28d3e|c:\windows\system32\lsm.dll+1b829|C:\Windows\System32\RPCRT4.dll+77a03|C:\Windows\System32\RPCRT4.dll+d7eeb|C:\Windows\System32\RPCRT4.dll+119a9|C:\Windows\System32\combase.dll+bc620|C:\Windows\System32\combase.dll+963b3|C:\Windows\System32\combase.dll+9613e|C:\Windows\System32\combase.dll+bfb36|C:\Windows\System32\combase.dll+52b73|C:\Windows\System32\combase.dll+acbfd|C:\Windows\System32\combase.dll+3b486|C:\Windows\System32\combase.dll+fd3d8|C:\Windows\System32\combase.dll+3d449|C:\Windows\System32\RPCRT4.dll+5a878|C:\Windows\System32\RPCRT4.dll+35106|C:\Windows\System32\RPCRT4.dll+34d36|C:\Windows\System32\RPCRT4.dll+41acf|C:\Windows\System32\RPCRT4.dll+41088|C:\Windows\System32\RPCRT4.dll+40671|C:\Windows\System32\RPCRT4.dll+400de|C:\Windows\System32\RPCRT4.dll+44732|C:\Windows\SYSTEM32\ntdll.dll+20330
SourceUser: NT AUTHORITY\SYSTEM
TargetUser: NT AUTHORITY\NETWORK SERVICE"
"2026-05-22 오후 3:15:00","10","정보","Microsoft-Windows-Sysmon","Process accessed:
RuleName: -
UtcTime: 2026-05-22 06:15:00.004
SourceProcessGUID: {5a157986-edda-6a0f-1100-000000005300}
SourceProcessId: 540
SourceThreadId: 9836
SourceImage: C:\Windows\system32\svchost.exe
TargetProcessGUID: {5a157986-eddd-6a0f-4c00-000000005300}
TargetProcessId: 3564
TargetImage: C:\Windows\System32\svchost.exe
GrantedAccess: 0x1000
CallTrace: C:\Windows\SYSTEM32\ntdll.dll+9da64|C:\Windows\System32\KERNELBASE.dll+6b216|c:\windows\system32\lsm.dll+108d7|C:\Windows\System32\RPCRT4.dll+77a03|C:\Windows\System32\RPCRT4.dll+d7eeb|C:\Windows\System32\RPCRT4.dll+5de0c|C:\Windows\System32\RPCRT4.dll+5a878|C:\Windows\System32\RPCRT4.dll+35106|C:\Windows\System32\RPCRT4.dll+34a58|C:\Windows\System32\RPCRT4.dll+41c7f|C:\Windows\System32\RPCRT4.dll+41088|C:\Windows\System32\RPCRT4.dll+40671|C:\Windows\System32\RPCRT4.dll+400de|C:\Windows\System32\RPCRT4.dll+44732|C:\Windows\SYSTEM32\ntdll.dll+20330|C:\Windows\SYSTEM32\ntdll.dll+4d566|C:\Windows\System32\KERNEL32.DLL+17374|C:\Windows\SYSTEM32\ntdll.dll+4cc91
SourceUser: NT AUTHORITY\SYSTEM
TargetUser: NT AUTHORITY\LOCAL SERVICE"
"2026-05-22 오후 3:15:00","10","정보","Microsoft-Windows-Sysmon","Process accessed:
RuleName: -
UtcTime: 2026-05-22 06:15:00.004
SourceProcessGUID: {5a157986-edda-6a0f-1100-000000005300}
SourceProcessId: 540
SourceThreadId: 9836
SourceImage: C:\Windows\system32\svchost.exe
TargetProcessGUID: {5a157986-edda-6a0f-1300-000000005300}
TargetProcessId: 812
TargetImage: C:\Windows\System32\svchost.exe
GrantedAccess: 0x40
CallTrace: C:\Windows\SYSTEM32\ntdll.dll+9da64|C:\Windows\System32\KERNELBASE.dll+28d3e|c:\windows\system32\lsm.dll+1b829|C:\Windows\System32\RPCRT4.dll+77a03|C:\Windows\System32\RPCRT4.dll+d7eeb|C:\Windows\System32\RPCRT4.dll+119a9|C:\Windows\System32\combase.dll+bc620|C:\Windows\System32\combase.dll+963b3|C:\Windows\System32\combase.dll+9613e|C:\Windows\System32\combase.dll+bfb36|C:\Windows\System32\combase.dll+52b73|C:\Windows\System32\combase.dll+acbfd|C:\Windows\System32\combase.dll+3b486|C:\Windows\System32\combase.dll+fd3d8|C:\Windows\System32\combase.dll+3d449|C:\Windows\System32\RPCRT4.dll+5a878|C:\Windows\System32\RPCRT4.dll+35106|C:\Windows\System32\RPCRT4.dll+34d36|C:\Windows\System32\RPCRT4.dll+41acf|C:\Windows\System32\RPCRT4.dll+41088|C:\Windows\System32\RPCRT4.dll+40671|C:\Windows\System32\RPCRT4.dll+400de|C:\Windows\System32\RPCRT4.dll+44732|C:\Windows\SYSTEM32\ntdll.dll+20330
SourceUser: NT AUTHORITY\SYSTEM
TargetUser: NT AUTHORITY\NETWORK SERVICE"
"2026-05-22 오후 3:15:00","10","정보","Microsoft-Windows-Sysmon","Process accessed:
RuleName: -
UtcTime: 2026-05-22 06:15:00.004
SourceProcessGUID: {5a157986-edda-6a0f-1100-000000005300}
SourceProcessId: 540
SourceThreadId: 9836
SourceImage: C:\Windows\system32\svchost.exe
TargetProcessGUID: {5a157986-eddd-6a0f-4c00-000000005300}
TargetProcessId: 3564
TargetImage: C:\Windows\System32\svchost.exe
GrantedAccess: 0x1000
CallTrace: C:\Windows\SYSTEM32\ntdll.dll+9da64|C:\Windows\System32\KERNELBASE.dll+6b216|c:\windows\system32\lsm.dll+108d7|C:\Windows\System32\RPCRT4.dll+77a03|C:\Windows\System32\RPCRT4.dll+d7eeb|C:\Windows\System32\RPCRT4.dll+5de0c|C:\Windows\System32\RPCRT4.dll+5a878|C:\Windows\System32\RPCRT4.dll+35106|C:\Windows\System32\RPCRT4.dll+34a58|C:\Windows\System32\RPCRT4.dll+41c7f|C:\Windows\System32\RPCRT4.dll+41088|C:\Windows\System32\RPCRT4.dll+40671|C:\Windows\System32\RPCRT4.dll+400de|C:\Windows\System32\RPCRT4.dll+44732|C:\Windows\SYSTEM32\ntdll.dll+20330|C:\Windows\SYSTEM32\ntdll.dll+4d566|C:\Windows\System32\KERNEL32.DLL+17374|C:\Windows\SYSTEM32\ntdll.dll+4cc91
SourceUser: NT AUTHORITY\SYSTEM
TargetUser: NT AUTHORITY\LOCAL SERVICE"
"2026-05-22 오후 3:15:00","10","정보","Microsoft-Windows-Sysmon","Process accessed:
RuleName: -
UtcTime: 2026-05-22 06:15:00.004
SourceProcessGUID: {5a157986-edda-6a0f-1100-000000005300}
SourceProcessId: 540
SourceThreadId: 9836
SourceImage: C:\Windows\system32\svchost.exe
TargetProcessGUID: {5a157986-eddd-6a0f-4c00-000000005300}
TargetProcessId: 3564
TargetImage: C:\Windows\System32\svchost.exe
GrantedAccess: 0x1000
CallTrace: C:\Windows\SYSTEM32\ntdll.dll+9da64|C:\Windows\System32\KERNELBASE.dll+6b216|c:\windows\system32\lsm.dll+ed18|c:\windows\system32\lsm.dll+e65d|c:\windows\system32\lsm.dll+12162|C:\Windows\System32\RPCRT4.dll+77a03|C:\Windows\System32\RPCRT4.dll+d7eeb|C:\Windows\System32\RPCRT4.dll+5de0c|C:\Windows\System32\RPCRT4.dll+5a878|C:\Windows\System32\RPCRT4.dll+35106|C:\Windows\System32\RPCRT4.dll+34a58|C:\Windows\System32\RPCRT4.dll+41c7f|C:\Windows\System32\RPCRT4.dll+41088|C:\Windows\System32\RPCRT4.dll+40671|C:\Windows\System32\RPCRT4.dll+400de|C:\Windows\System32\RPCRT4.dll+44732|C:\Windows\SYSTEM32\ntdll.dll+20330|C:\Windows\SYSTEM32\ntdll.dll+4d566|C:\Windows\System32\KERNEL32.DLL+17374|C:\Windows\SYSTEM32\ntdll.dll+4cc91
SourceUser: NT AUTHORITY\SYSTEM
TargetUser: NT AUTHORITY\LOCAL SERVICE"
"2026-05-22 오후 3:15:00","10","정보","Microsoft-Windows-Sysmon","Process accessed:
RuleName: -
UtcTime: 2026-05-22 06:15:00.004
SourceProcessGUID: {5a157986-edda-6a0f-1100-000000005300}
SourceProcessId: 540
SourceThreadId: 9836
SourceImage: C:\Windows\system32\svchost.exe
TargetProcessGUID: {5a157986-eddd-6a0f-4c00-000000005300}
TargetProcessId: 3564
TargetImage: C:\Windows\System32\svchost.exe
GrantedAccess: 0x1000
CallTrace: C:\Windows\SYSTEM32\ntdll.dll+9da64|C:\Windows\System32\KERNELBASE.dll+6b216|c:\windows\system32\lsm.dll+ed18|c:\windows\system32\lsm.dll+12062|C:\Windows\System32\RPCRT4.dll+77a03|C:\Windows\System32\RPCRT4.dll+d7eeb|C:\Windows\System32\RPCRT4.dll+5de0c|C:\Windows\System32\RPCRT4.dll+5a878|C:\Windows\System32\RPCRT4.dll+35106|C:\Windows\System32\RPCRT4.dll+34a58|C:\Windows\System32\RPCRT4.dll+41c7f|C:\Windows\System32\RPCRT4.dll+41088|C:\Windows\System32\RPCRT4.dll+40671|C:\Windows\System32\RPCRT4.dll+400de|C:\Windows\System32\RPCRT4.dll+44732|C:\Windows\SYSTEM32\ntdll.dll+20330|C:\Windows\SYSTEM32\ntdll.dll+4d566|C:\Windows\System32\KERNEL32.DLL+17374|C:\Windows\SYSTEM32\ntdll.dll+4cc91
SourceUser: NT AUTHORITY\SYSTEM
TargetUser: NT AUTHORITY\LOCAL SERVICE"
"2026-05-22 오후 3:15:00","10","정보","Microsoft-Windows-Sysmon","Process accessed:
RuleName: -
UtcTime: 2026-05-22 06:15:00.004
SourceProcessGUID: {5a157986-edda-6a0f-1100-000000005300}
SourceProcessId: 540
SourceThreadId: 9836
SourceImage: C:\Windows\system32\svchost.exe
TargetProcessGUID: {5a157986-eddd-6a0f-4c00-000000005300}
TargetProcessId: 3564
TargetImage: C:\Windows\System32\svchost.exe
GrantedAccess: 0x1000
CallTrace: C:\Windows\SYSTEM32\ntdll.dll+9da64|C:\Windows\System32\KERNELBASE.dll+6b216|c:\windows\system32\lsm.dll+ed18|c:\windows\system32\lsm.dll+e65d|c:\windows\system32\lsm.dll+12162|C:\Windows\System32\RPCRT4.dll+77a03|C:\Windows\System32\RPCRT4.dll+d7eeb|C:\Windows\System32\RPCRT4.dll+5de0c|C:\Windows\System32\RPCRT4.dll+5a878|C:\Windows\System32\RPCRT4.dll+35106|C:\Windows\System32\RPCRT4.dll+34a58|C:\Windows\System32\RPCRT4.dll+41c7f|C:\Windows\System32\RPCRT4.dll+41088|C:\Windows\System32\RPCRT4.dll+40671|C:\Windows\System32\RPCRT4.dll+400de|C:\Windows\System32\RPCRT4.dll+44732|C:\Windows\SYSTEM32\ntdll.dll+20330|C:\Windows\SYSTEM32\ntdll.dll+4d566|C:\Windows\System32\KERNEL32.DLL+17374|C:\Windows\SYSTEM32\ntdll.dll+4cc91
SourceUser: NT AUTHORITY\SYSTEM
TargetUser: NT AUTHORITY\LOCAL SERVICE"
"2026-05-22 오후 3:15:00","10","정보","Microsoft-Windows-Sysmon","Process accessed:
RuleName: -
UtcTime: 2026-05-22 06:15:00.004
SourceProcessGUID: {5a157986-edda-6a0f-1100-000000005300}
SourceProcessId: 540
SourceThreadId: 9836
SourceImage: C:\Windows\system32\svchost.exe
TargetProcessGUID: {5a157986-eddd-6a0f-4c00-000000005300}
TargetProcessId: 3564
TargetImage: C:\Windows\System32\svchost.exe
GrantedAccess: 0x1000
CallTrace: C:\Windows\SYSTEM32\ntdll.dll+9da64|C:\Windows\System32\KERNELBASE.dll+6b216|c:\windows\system32\lsm.dll+ed18|c:\windows\system32\lsm.dll+12062|C:\Windows\System32\RPCRT4.dll+77a03|C:\Windows\System32\RPCRT4.dll+d7eeb|C:\Windows\System32\RPCRT4.dll+5de0c|C:\Windows\System32\RPCRT4.dll+5a878|C:\Windows\System32\RPCRT4.dll+35106|C:\Windows\System32\RPCRT4.dll+34a58|C:\Windows\System32\RPCRT4.dll+41c7f|C:\Windows\System32\RPCRT4.dll+41088|C:\Windows\System32\RPCRT4.dll+40671|C:\Windows\System32\RPCRT4.dll+400de|C:\Windows\System32\RPCRT4.dll+44732|C:\Windows\SYSTEM32\ntdll.dll+20330|C:\Windows\SYSTEM32\ntdll.dll+4d566|C:\Windows\System32\KERNEL32.DLL+17374|C:\Windows\SYSTEM32\ntdll.dll+4cc91
SourceUser: NT AUTHORITY\SYSTEM
TargetUser: NT AUTHORITY\LOCAL SERVICE"
