"TimeCreated","Id","LevelDisplayName","ProviderName","Message"
"2026-05-21 오후 11:21:09","5156","정보","Microsoft-Windows-Security-Auditing","Windows 필터링 플랫폼에서 연결을 허용했습니다.

응용 프로그램 정보:
	프로세스 ID:		1496
	응용 프로그램 이름:	\device\harddiskvolume3\windows\system32\svchost.exe

네트워크 정보:
	방향:		인바운드
	원본 주소:		fe80::d1a7:acf6:7022:4e99
	원본 포트:		5353
	대상 주소:	ff02::fb
	대상 포트:		5353
	프로토콜:		17

필터 정보:
	필터 런타임 ID:	0
	계층 이름:		수신/수락
	계층 런타임 ID:	46"
"2026-05-21 오후 11:21:09","5156","정보","Microsoft-Windows-Security-Auditing","Windows 필터링 플랫폼에서 연결을 허용했습니다.

응용 프로그램 정보:
	프로세스 ID:		1496
	응용 프로그램 이름:	\device\harddiskvolume3\windows\system32\svchost.exe

네트워크 정보:
	방향:		인바운드
	원본 주소:		192.168.25.130
	원본 포트:		50970
	대상 주소:	224.0.0.252
	대상 포트:		5355
	프로토콜:		17

필터 정보:
	필터 런타임 ID:	0
	계층 이름:		수신/수락
	계층 런타임 ID:	44"
"2026-05-21 오후 11:21:09","5156","정보","Microsoft-Windows-Security-Auditing","Windows 필터링 플랫폼에서 연결을 허용했습니다.

응용 프로그램 정보:
	프로세스 ID:		1496
	응용 프로그램 이름:	\device\harddiskvolume3\windows\system32\svchost.exe

네트워크 정보:
	방향:		인바운드
	원본 주소:		192.168.25.130
	원본 포트:		5353
	대상 주소:	224.0.0.251
	대상 포트:		5353
	프로토콜:		17

필터 정보:
	필터 런타임 ID:	0
	계층 이름:		수신/수락
	계층 런타임 ID:	44"
"2026-05-21 오후 11:21:09","5156","정보","Microsoft-Windows-Security-Auditing","Windows 필터링 플랫폼에서 연결을 허용했습니다.

응용 프로그램 정보:
	프로세스 ID:		1496
	응용 프로그램 이름:	\device\harddiskvolume3\windows\system32\svchost.exe

네트워크 정보:
	방향:		인바운드
	원본 주소:		fe80::d1a7:acf6:7022:4e99
	원본 포트:		50970
	대상 주소:	ff02::1:3
	대상 포트:		5355
	프로토콜:		17

필터 정보:
	필터 런타임 ID:	0
	계층 이름:		수신/수락
	계층 런타임 ID:	46"
"2026-05-21 오후 11:21:09","5156","정보","Microsoft-Windows-Security-Auditing","Windows 필터링 플랫폼에서 연결을 허용했습니다.

응용 프로그램 정보:
	프로세스 ID:		1496
	응용 프로그램 이름:	\device\harddiskvolume3\windows\system32\svchost.exe

네트워크 정보:
	방향:		인바운드
	원본 주소:		fe80::d1a7:acf6:7022:4e99
	원본 포트:		5353
	대상 주소:	ff02::fb
	대상 포트:		5353
	프로토콜:		17

필터 정보:
	필터 런타임 ID:	0
	계층 이름:		수신/수락
	계층 런타임 ID:	46"
"2026-05-21 오후 11:21:09","5156","정보","Microsoft-Windows-Security-Auditing","Windows 필터링 플랫폼에서 연결을 허용했습니다.

응용 프로그램 정보:
	프로세스 ID:		1496
	응용 프로그램 이름:	\device\harddiskvolume3\windows\system32\svchost.exe

네트워크 정보:
	방향:		인바운드
	원본 주소:		192.168.25.130
	원본 포트:		5353
	대상 주소:	224.0.0.251
	대상 포트:		5353
	프로토콜:		17

필터 정보:
	필터 런타임 ID:	0
	계층 이름:		수신/수락
	계층 런타임 ID:	44"
"2026-05-21 오후 11:21:09","4658","정보","Microsoft-Windows-Security-Auditing","개체에 대한 핸들을 닫았습니다.

주체:
	보안 ID:		S-1-5-21-2594653835-1402542473-695412533-1001
	계정 이름:		jso45
	계정 도메인:		DESKTOP-BAK6QER
	로그온 ID:		0xA0844

개체:
	개체 서버:		Security
	핸들 ID:		0x730

프로세스 정보:
	프로세스 ID:		0x183c
	프로세스 이름:		C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"
"2026-05-21 오후 11:21:09","4663","정보","Microsoft-Windows-Security-Auditing","개체에 액세스하려고 했습니다.

주체:
	보안 ID:		S-1-5-21-2594653835-1402542473-695412533-1001
	계정 이름:		jso45
	계정 도메인:		DESKTOP-BAK6QER
	로그온 ID:		0xA0844

개체:
	개체 서버:	Security
	개체 유형:	File
	개체 이름:	C:\GT\ground_truth.json
	핸들 ID:		0x730
	리소스 특성:	S:AI

프로세스 정보:
	프로세스 ID:	0x183c
	프로세스 이름:	C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe

액세스 요청 정보:
	액세스:	WriteData (또는 AddFile)
				
	액세스 마스크:	0x2"
"2026-05-21 오후 11:21:09","4656","정보","Microsoft-Windows-Security-Auditing","개체에 대한 핸들을 요청했습니다.

주체:
	보안 ID:		S-1-5-21-2594653835-1402542473-695412533-1001
	계정 이름:		jso45
	계정 도메인:		DESKTOP-BAK6QER
	로그온 ID:		0xA0844

개체:
	개체 서버:		Security
	개체 유형:		File
	개체 이름:		C:\GT\ground_truth.json
	핸들 ID:		0x730
	리소스 특성:	-

프로세스 정보:
	프로세스 ID:		0x183c
	프로세스 이름:		C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe

액세스 요청 정보:
	트랜잭션 ID:		{00000000-0000-0000-0000-000000000000}
	액세스:		READ_CONTROL
				SYNCHRONIZE
				WriteData (또는 AddFile)
				AppendData (또는 AddSubdirectory 또는 CreatePipeInstance)
				WriteEA
				ReadAttributes
				WriteAttributes
				
	액세스 이유:		READ_CONTROL:	소유권에 의해 허가됨
				SYNCHRONIZE:	허가됨	D:(A;ID;FA;;;BA)
				WriteData (또는 AddFile):	허가됨	D:(A;ID;FA;;;BA)
				AppendData (또는 AddSubdirectory 또는 CreatePipeInstance):	허가됨	D:(A;ID;FA;;;BA)
				WriteEA:	허가됨	D:(A;ID;FA;;;BA)
				ReadAttributes:	허가됨	D:(A;ID;FA;;;BA)
				WriteAttributes:	허가됨	D:(A;ID;FA;;;BA)
				
	액세스 마스크:		0x120196
	액세스 확인에 사용된 권한:	-
	제한된 SID 카운트:	0"
"2026-05-21 오후 11:21:09","4658","정보","Microsoft-Windows-Security-Auditing","개체에 대한 핸들을 닫았습니다.

주체:
	보안 ID:		S-1-5-21-2594653835-1402542473-695412533-1001
	계정 이름:		jso45
	계정 도메인:		DESKTOP-BAK6QER
	로그온 ID:		0xA0844

개체:
	개체 서버:		Security
	핸들 ID:		0x2820

프로세스 정보:
	프로세스 ID:		0x183c
	프로세스 이름:		C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"
